STATE,STATEFP,State_fip,COUNTYFP,COUNTYNAME,County_fip,PLACEFP,city_fip,PLACENS,PLACENAME,TYPE,CLASSFP,FUNCSTAT,LINK
NJ,34,US34,29,Ocean County,US34029,24180,US3424180,2389100,Forked River,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,30390,US3430390,885246,Harvey Cedars borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,32415,US3432415,2389942,Holiday City-Berkeley,CENSUS DESIGNATED PLACE,U2,S,TRUE
NJ,34,US34,29,Ocean County,US34029,32418,US3432418,2389941,Holiday City South,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,32424,US3432424,2389943,Holiday Heights,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,34530,US3434530,885262,Island Heights borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,37770,US3437770,885270,Lakehurst borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,38580,US3438580,2390031,Lakewood,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,39390,US3439390,885273,Lavallette borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,39883,US3439883,2390050,Leisure Knoll,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,39900,US3439900,2390051,Leisure Village,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,39910,US3439910,2390052,Leisure Village East,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,39916,US3439916,2652339,Leisure Village West,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,42930,US3442930,2390114,Manahawkin,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,43380,US3443380,885290,Mantoloking borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,49560,US3449560,2389525,Mystic Island,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,51360,US3451360,2389541,New Egypt,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,52410,US3452410,2389563,North Beach Haven,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,54315,US3454315,2389608,Ocean Acres,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,54450,US3454450,885333,Ocean Gate borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,58590,US3458590,885351,Pine Beach borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,58830,US3458830,2584017,Pine Lake Park,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,58852,US3458852,2389676,Pine Ridge at Crestwood,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,59880,US3459880,885357,Point Pleasant borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,59910,US3459910,885358,Point Pleasant Beach borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,66450,US3466450,885390,Seaside Heights borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,66480,US3466480,885391,Seaside Park borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,67110,US3467110,885394,Ship Bottom borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,67665,US3467665,2390300,Silver Ridge,CENSUS DESIGNATED PLACE,U2,S,TRUE
NJ,34,US34,29,Ocean County,US34029,69510,US3469510,885404,South Toms River borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,71640,US3471640,885413,Surf City borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,73110,US3473110,2390394,Toms River,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,74210,US3474210,885422,Tuckerton borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,29,Ocean County,US34029,76107,US3476107,2390441,Vista Center,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,29,Ocean County,US34029,76820,US3476820,2390452,Waretown,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,6340,US3406340,885161,Bloomingdale borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,13690,US3413690,885188,Clifton city,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,27390,US3427390,2806090,Great Notch,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,29070,US3429070,885240,Haledon borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,30570,US3430570,885249,Hawthorne borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,31110,US3431110,2806099,Hewitt,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,42450,US3442450,2806121,Macopin,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,47524,US3447524,2806142,Montclair State University,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,51420,US3451420,2806153,Newfoundland,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,53040,US3453040,885325,North Haledon borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,53910,US3453910,2806157,Oak Ridge,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,55620,US3455620,2806161,Packanack Lake,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,56550,US3456550,885342,Passaic city,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,57000,US3457000,885343,Paterson city,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,58860,US3458860,2806165,Pines Lake,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,60090,US3460090,885359,Pompton Lakes borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,60810,US3460810,2806171,Preakness,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,61170,US3461170,885362,Prospect Park borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,63150,US3463150,885370,Ringwood borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,67770,US3467770,2584027,Singac,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,73140,US3473140,885420,Totowa borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,74930,US3474930,2806211,Upper Greenwood Lake,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,76730,US3476730,885431,Wanaque borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,31,Passaic County,US34031,81365,US3481365,2806223,William Paterson University of New Jersey,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,31,Passaic County,US34031,82423,US3482423,885439,Woodland Park borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,33,Salem County,US34033,850,US3400850,2389125,Alloway,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,33,Salem County,US34033,2170,US3402170,2806229,Auburn,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,33,Salem County,US34033,10600,US3410600,2389281,Carneys Point,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,33,Salem County,US34033,21240,US3421240,885206,Elmer borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,33,Salem County,US34033,29520,US3429520,2583999,Hancocks Bridge,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,33,Salem County,US34033,54960,US3454960,2389619,Olivet,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,33,Salem County,US34033,57360,US3457360,2584016,Pedricktown,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,33,Salem County,US34033,57750,US3457750,885348,Penns Grove borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,33,Salem County,US34033,57840,US3457840,2389661,Pennsville,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,33,Salem County,US34033,61440,US3461440,2584021,Quinton,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,33,Salem County,US34033,65490,US3465490,885385,Salem city,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,33,Salem County,US34033,82720,US3482720,885452,Woodstown borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,3340,US3403340,2806230,Basking Ridge,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,4420,US3404420,2806231,Bedminster,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,4630,US3404630,2583967,Belle Mead,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,5590,US3405590,885159,Bernardsville borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,6025,US3406025,2583968,Blackwells Mills,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,6190,US3406190,2583970,Blawenburg,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,6790,US3406790,885166,Bound Brook borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,7000,US3407000,2583971,Bradley Gardens,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,7728,US3407728,2806057,Bridgewater Center,CENSUS DESIGNATED PLACE,U2,S,TRUE
NJ,34,US34,35,Somerset County,US34035,13990,US3413990,2583980,Clyde,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,19130,US3419130,2583984,East Franklin,CENSUS DESIGNATED PLACE,U2,S,TRUE
NJ,34,US34,35,Somerset County,US34035,19330,US3419330,2583985,East Millstone,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,19490,US3419490,2583986,East Rocky Hill,CENSUS DESIGNATED PLACE,U2,S,TRUE
NJ,34,US34,35,Somerset County,US34035,22890,US3422890,885217,Far Hills borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,23310,US3423310,2583988,Finderne,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,23610,US3423610,2806080,Flagtown,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,24965,US3424965,2583990,Franklin Center,CENSUS DESIGNATED PLACE,U2,S,TRUE
NJ,34,US34,35,Somerset County,US34035,25020,US3425020,2583991,Franklin Park,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,27840,US3427840,2583993,Green Knoll,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,28470,US3428470,2583995,Griggstown,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,29940,US3429940,2584000,Harlingen,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,31880,US3431880,2806101,Hillsborough,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,36930,US3436930,2390003,Kingston,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,38670,US3438670,2806111,Lamington,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,40140,US3440140,2806118,Liberty Corner,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,42180,US3442180,2806120,Lyons,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,43620,US3443620,885291,Manville borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,44430,US3444430,2584010,Martinsville,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,45870,US3445870,2584011,Middlebush,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,46590,US3446590,885302,Millstone borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,50040,US3450040,2806149,Neshanic,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,50100,US3450100,2806150,Neshanic Station,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,53280,US3453280,885326,North Plainfield borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,57300,US3457300,885345,Peapack and Gladstone borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,59500,US3459500,2584018,Pleasant Plains,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,59730,US3459730,2806167,Pluckemin,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,60750,US3460750,2806170,Pottersville,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,61980,US3461980,885365,Raritan borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,64320,US3464320,885376,Rocky Hill borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,67820,US3467820,2584028,Six Mile Run,CENSUS DESIGNATED PLACE,U2,S,TRUE
NJ,34,US34,35,Somerset County,US34035,67860,US3467860,2584029,Skillman,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,68370,US3468370,2390312,Somerset,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,68460,US3468460,885398,Somerville borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,68730,US3468730,885401,South Bound Brook borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,72435,US3472435,2584033,Ten Mile Run,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,72635,US3472635,2806198,The Hills,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,76250,US3476250,2584039,Voorhees,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,77600,US3477600,885433,Watchung borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,35,Somerset County,US34035,79715,US3479715,2584040,Weston,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,35,Somerset County,US34035,83290,US3483290,2584041,Zarephath,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,37,Sussex County,US34037,1330,US3401330,885140,Andover borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,37,Sussex County,US34037,7300,US3407300,885168,Branchville borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,37,Sussex County,US34037,9170,US3409170,2583979,Byram Center,CENSUS DESIGNATED PLACE,U2,S,TRUE
NJ,34,US34,37,Sussex County,US34037,15610,US3415610,2389370,Crandon Lakes,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,37,Sussex County,US34037,24930,US3424930,885224,Franklin borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,37,Sussex County,US34037,29220,US3429220,885241,Hamburg borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,37,Sussex County,US34037,31410,US3431410,2389926,Highland Lakes,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,37,Sussex County,US34037,32910,US3432910,885259,Hopatcong borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,37,Sussex County,US34037,38040,US3438040,2390020,Lake Mohawk,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,37,Sussex County,US34037,39600,US3439600,2806115,Layton,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,37,Sussex County,US34037,51930,US3451930,885322,Newton town,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,37,Sussex County,US34037,54660,US3454660,885335,Ogdensburg borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,37,Sussex County,US34037,64860,US3464860,2584024,Ross Corner,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,37,Sussex County,US34037,70380,US3470380,885408,Stanhope borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,37,Sussex County,US34037,71670,US3471670,885414,Sussex borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,37,Sussex County,US34037,74930,US3474930,2806211,Upper Greenwood Lake,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,37,Sussex County,US34037,75745,US3475745,2584037,Vernon Center,CENSUS DESIGNATED PLACE,U2,S,TRUE
NJ,34,US34,37,Sussex County,US34037,75750,US3475750,2390429,Vernon Valley,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,39,Union County,US34039,14815,US3414815,2806063,Connecticut Farms,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,39,Union County,US34039,15638,US3415638,2389371,Cranford,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,39,Union County,US34039,21000,US3421000,885205,Elizabeth city,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,22860,US3422860,885216,Fanwood borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,25800,US3425800,885229,Garwood borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,36484,US3436484,2806105,Kean University,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,39,Union County,US34039,36690,US3436690,885267,Kenilworth borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,40350,US3440350,885278,Linden city,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,48510,US3448510,885311,Mountainside borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,51810,US3451810,885321,New Providence borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,59190,US3459190,885355,Plainfield city,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,61530,US3461530,885363,Rahway city,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,64620,US3464620,885379,Roselle borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,64650,US3464650,885380,Roselle Park borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,70018,US3470018,2390339,Springfield,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,39,Union County,US34039,71430,US3471430,885412,Summit city,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,39,Union County,US34039,74478,US3474478,2390415,Union,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,39,Union County,US34039,75590,US3475590,2806212,Vauxhall,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,39,Union County,US34039,79040,US3479040,885436,Westfield town,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,41,Warren County,US34041,640,US3400640,2583964,Allamuchy,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,1030,US3401030,885138,Alpha borough,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,41,Warren County,US34041,1300,US3401300,2583965,Anderson,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,1900,US3401900,2583966,Asbury,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,4252,US3404252,2389184,Beattystown,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,4990,US3404990,885156,Belvidere town,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,41,Warren County,US34041,6130,US3406130,2583969,Blairstown,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,7120,US3407120,2583972,Brainards,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,7360,US3407360,2389234,Brass Castle,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,7660,US3407660,2583973,Bridgeville,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,8020,US3408020,2583974,Broadway,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,8140,US3408140,2583976,Brookfield,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,9100,US3409100,2583978,Buttzville,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,14590,US3414590,2583981,Columbia,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,17200,US3417200,2583982,Delaware,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,17260,US3417260,2583983,Delaware Park,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,23340,US3423340,2583989,Finesville,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,27360,US3427360,2583992,Great Meadows,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,28250,US3428250,2583994,Greenwich,CENSUS DESIGNATED PLACE,U2,S,TRUE
NJ,34,US34,41,Warren County,US34041,28710,US3428710,885237,Hackettstown town,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,41,Warren County,US34041,28920,US3428920,2583997,Hainesburg,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,30060,US3430060,2584001,Harmony,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,33030,US3433030,2584002,Hope,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,33690,US3433690,2584003,Hutchinson,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,36150,US3436150,2584004,Johnsonburg,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,41495,US3441495,2584008,Lopatcong Overlook,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,43980,US3443980,2584009,Marksboro,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,48450,US3448450,2584012,Mountain Lake,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,48840,US3448840,2584013,Mount Hermon,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,52050,US3452050,2584014,New Village,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,55500,US3455500,2389632,Oxford,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,55895,US3455895,2584015,Panther Valley,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,58350,US3458350,885350,Phillipsburg town,INCORPORATED PLACE,C5,A,FALSE
NJ,34,US34,41,Warren County,US34041,60210,US3460210,2584019,Port Colden,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,60450,US3460450,2584020,Port Murray,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,67650,US3467650,2584026,Silver Lake,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,70800,US3470800,2584031,Stewartsville,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,75120,US3475120,2584035,Upper Pohatcong,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,75145,US3475145,2584036,Upper Stewartsville,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,75950,US3475950,2584038,Vienna,CENSUS DESIGNATED PLACE,U1,S,TRUE
NJ,34,US34,41,Warren County,US34041,77270,US3477270,885432,Washington borough,INCORPORATED PLACE,C5,A,FALSE
NM,35,US35,1,Bernalillo County,US35001,2000,US3502000,2409678,Albuquerque city,INCORPORATED PLACE,C1,A,TRUE
NM,35,US35,1,Bernalillo County,US35001,6220,US3506220,2806682,Barton,CENSUS DESIGNATED PLACE,U1,S,TRUE
NM,35,US35,1,Bernalillo County,US35001,12430,US3512430,2407968,Carnuel,CENSUS DESIGNATED PLACE,U1,S,TRUE
NM,35,US35,1,Bernalillo County,US35001,13200,US3513200,2407997,Cedar Crest,CENSUS DESIGNATED PLACE,U1,S,TRUE
NM,35,US35,1,Bernalillo County,US35001,13450,US3513450,2584071,Cedro,CENSUS DESIGNATED PLACE,U1,S,TRUE
NM,35,US35,1,Bernalillo County,US35001,14880,US3514880,2408025,Chilili,CENSUS DESIGNATED PLACE,U1,S,TRUE
NM,35,US35,1,Bernalillo County,US35001,22380,US3522380,2412467,Edgewood town,INCORPORATED PLACE,C1,A,TRUE
NM,35,US35,1,Bernalillo County,US35001,22390,US3522390,2584091,Edith Endave,CENSUS DESIGNATED PLACE,U2,S,TRUE
NM,35,US35,1,Bernalillo County,US35001,34620,US3534620,1852627,Isleta,CENSUS DESIGNATED PLACE,U1,S,TRUE
NM,35,US35,1,Bernalillo County,US35001,36300,US3536300,2813406,Kirtland AFB,CENSUS DESIGNATED PLACE,M2,S,FALSE
NM,35,US35,1,Bernalillo County,US35001,43930,US3543930,2413568,Los Ranchos de Albuquerque village,INCORPORATED PLACE,C1,A,TRUE
NM,35,US35,1,Bernalillo County,US35001,46770,US3546770,2584177,Manzano Springs,CENSUS DESIGNATED PLACE,U1,S,TRUE
NM,35,US35,1,Bernalillo County,US35001,52750,US3552750,2408952,North Valley,CENSUS DESIGNATED PLACE,U1,S,TRUE
NM,35,US35,1,Bernalillo County,US35001,54675,US3554675,2806684,Paa-Ko,CENSUS DESIGNATED PLACE,U1,S,TRUE
