city_fip,PLACENAME,State-City
US2673420,Sherwood village,US26-SHERWOOD VILLAGE
US2681360,Union City village,US26-UNION CITY VILLAGE
US2600980,Albion,US26-ALBION
US2603880,Athens village,US26-ATHENS VILLAGE
US2605920,Battle Creek,US26-BATTLE CREEK
US2611200,Brownlee Park,US26-BROWNLEE PARK
US2611800,Burlington village,US26-BURLINGTON VILLAGE
US2638920,Homer village,US26-HOMER VILLAGE
US2647230,Level Park-Oak Park,US26-LEVEL PARK-OAK PARK
US2651940,Marshall,US26-MARSHALL
US2675700,Springfield,US26-SPRINGFIELD
US2679160,Tekonsha village,US26-TEKONSHA VILLAGE
US2681360,Union City village,US26-UNION CITY VILLAGE
US2613900,Cassopolis village,US26-CASSOPOLIS VILLAGE
US2622880,Dowagiac,US26-DOWAGIAC
US2625040,Edwardsburg village,US26-EDWARDSBURG VILLAGE
US2651460,Marcellus village,US26-MARCELLUS VILLAGE
US2657760,Niles,US26-NILES
US2681680,Vandalia village,US26-VANDALIA VILLAGE
US2600480,Advance,US26-ADVANCE
US2606180,Bay Shore,US26-BAY SHORE
US2609820,Boyne City,US26-BOYNE CITY
US2609840,Boyne Falls village,US26-BOYNE FALLS VILLAGE
US2614780,Charlevoix,US26-CHARLEVOIX
US2624020,East Jordan,US26-EAST JORDAN
US2639340,Horton Bay,US26-HORTON BAY
US2641040,Ironton,US26-IRONTON
US2659320,Norwood,US26-NORWOOD
US2670900,St. James,US26-ST. JAMES
US2683140,Walloon Lake,US26-WALLOON LAKE
US2615000,Cheboygan,US26-CHEBOYGAN
US2640480,Indian River,US26-INDIAN RIVER
US2650320,Mackinaw City village,US26-MACKINAW CITY VILLAGE
US2680200,Tower,US26-TOWER
US2688240,Wolverine village,US26-WOLVERINE VILLAGE
US2610680,Brimley,US26-BRIMLEY
US2621780,De Tour Village village,US26-DE TOUR VILLAGE VILLAGE
US2643180,Kincheloe,US26-KINCHELOE
US2671740,Sault Ste. Marie,US26-SAULT STE. MARIE
US2615920,Clare,US26-CLARE
US2627500,Farwell village,US26-FARWELL VILLAGE
US2636800,Harrison,US26-HARRISON
US2605880,Bath,US26-BATH
US2622120,DeWitt,US26-DEWITT
US2623560,Eagle village,US26-EAGLE VILLAGE
US2624120,East Lansing,US26-EAST LANSING
US2625780,Elsie village,US26-ELSIE VILLAGE
US2626500,Eureka,US26-EUREKA
US2630040,Fowler village,US26-FOWLER VILLAGE
US2633420,Grand Ledge,US26-GRAND LEDGE
US2639660,Hubbardston village,US26-HUBBARDSTON VILLAGE
US2645190,Lake Victoria,US26-LAKE VICTORIA
US2646000,Lansing,US26-LANSING
US2651200,Maple Rapids village,US26-MAPLE RAPIDS VILLAGE
US2661860,Ovid,US26-OVID
US2670940,St. Johns,US26-ST. JOHNS
US2682680,Wacousta,US26-WACOUSTA
US2686120,Westphalia village,US26-WESTPHALIA VILLAGE
US2634640,Grayling,US26-GRAYLING
US2626360,Escanaba,US26-ESCANABA
US2631380,Garden village,US26-GARDEN VILLAGE
US2632300,Gladstone,US26-GLADSTONE
US2667160,Rapid River,US26-RAPID RIVER
US2669060,Rock,US26-ROCK
US2640960,Iron Mountain,US26-IRON MOUNTAIN
US2643300,Kingsford,US26-KINGSFORD
US2659220,Norway,US26-NORWAY
US2666720,Quinnesec,US26-QUINNESEC
US2607060,Bellevue village,US26-BELLEVUE VILLAGE
US2614820,Charlotte,US26-CHARLOTTE
US2622380,Dimondale village,US26-DIMONDALE VILLAGE
US2624540,Eaton Rapids,US26-EATON RAPIDS
US2633420,Grand Ledge,US26-GRAND LEDGE
US2646000,Lansing,US26-LANSING
US2656140,Mulliken village,US26-MULLIKEN VILLAGE
US2660580,Olivet,US26-OLIVET
US2666100,Potterville,US26-POTTERVILLE
US2677420,Sunfield village,US26-SUNFIELD VILLAGE
US2681960,Vermontville village,US26-VERMONTVILLE VILLAGE
US2684800,Waverly,US26-WAVERLY
US2600860,Alanson village,US26-ALANSON VILLAGE
US2606180,Bay Shore,US26-BAY SHORE
US2606260,Bay View,US26-BAY VIEW
US2611380,Brutus,US26-BRUTUS
US2613480,Carp Lake,US26-CARP LAKE
US2617900,Conway,US26-CONWAY
US2618880,Cross Village,US26-CROSS VILLAGE
US2636560,Harbor Springs,US26-HARBOR SPRINGS
US2647240,Levering,US26-LEVERING
US2650320,Mackinaw City village,US26-MACKINAW CITY VILLAGE
US2660180,Oden,US26-ODEN
US2663300,Pellston village,US26-PELLSTON VILLAGE
US2663820,Petoskey,US26-PETOSKEY
US2665420,Ponshewaing,US26-PONSHEWAING
US2603400,Argentine,US26-ARGENTINE
US2606820,Beecher,US26-BEECHER
US2612060,Burton,US26-BURTON
US2616620,Clio,US26-CLIO
US2619880,Davison,US26-DAVISON
US2627760,Fenton,US26-FENTON
US2629000,Flint,US26-FLINT
US2629200,Flushing,US26-FLUSHING
US2631200,Gaines village,US26-GAINES VILLAGE
US2632980,Goodrich village,US26-GOODRICH VILLAGE
US2633280,Grand Blanc,US26-GRAND BLANC
US2644520,Lake Fenton,US26-LAKE FENTON
US2646880,Lennon village,US26-LENNON VILLAGE
US2647820,Linden,US26-LINDEN
US2655280,Montrose,US26-MONTROSE
US2655960,Mount Morris,US26-MOUNT MORRIS
US2661600,Otisville village,US26-OTISVILLE VILLAGE
US2661760,Otter Lake village,US26-OTTER LAKE VILLAGE
US2677700,Swartz Creek,US26-SWARTZ CREEK
US2606660,Beaverton,US26-BEAVERTON
US2632320,Gladwin,US26-GLADWIN
US2607960,Bessemer,US26-BESSEMER
US2641060,Ironwood,US26-IRONWOOD
US2651540,Marenisco,US26-MARENISCO
US2666980,Ramsay,US26-RAMSAY
US2682780,Wakefield,US26-WAKEFIELD
US2684360,Watersmeet,US26-WATERSMEET
US2615715,Chums Corner,US26-CHUMS CORNER
US2628000,Fife Lake village,US26-FIFE LAKE VILLAGE
US2634620,Grawn,US26-GRAWN
US2640800,Interlochen,US26-INTERLOCHEN
US2643340,Kingsley village,US26-KINGSLEY VILLAGE
US2680340,Traverse City,US26-TRAVERSE CITY
US2601540,Alma,US26-ALMA
US2603740,Ashley village,US26-ASHLEY VILLAGE
US2610160,Breckenridge village,US26-BRECKENRIDGE VILLAGE
US2625580,Elm Hall,US26-ELM HALL
US2641340,Ithaca,US26-ITHACA
US2663660,Perrinton village,US26-PERRINTON VILLAGE
US2668720,Riverdale,US26-RIVERDALE
US2671000,St. Louis,US26-ST. LOUIS
US2601300,Allen village,US26-ALLEN VILLAGE
US2612680,Cambria,US26-CAMBRIA
US2612760,Camden village,US26-CAMDEN VILLAGE
US2638460,Hillsdale,US26-HILLSDALE
US2641920,Jonesville,US26-JONESVILLE
US2644752,Lake LeAnn,US26-LAKE LEANN
US2647980,Litchfield,US26-LITCHFIELD
US2655220,Montgomery village,US26-MONTGOMERY VILLAGE
US2657920,North Adams village,US26-NORTH ADAMS VILLAGE
US2664600,Pittsford,US26-PITTSFORD
US2667500,Reading,US26-READING
US2682880,Waldron village,US26-WALDRON VILLAGE
US2603960,Atlantic Mine,US26-ATLANTIC MINE
US2612580,Calumet village,US26-CALUMET VILLAGE
US2614900,Chassell,US26-CHASSELL
US2618080,Copper City village,US26-COPPER CITY VILLAGE
US2622500,Dodgeville,US26-DODGEVILLE
US2622520,Dollar Bay,US26-DOLLAR BAY
US2636300,Hancock,US26-HANCOCK
US2639360,Houghton,US26-HOUGHTON
US2639680,Hubbell,US26-HUBBELL
US2640160,Hurontown,US26-HURONTOWN
US2644780,Lake Linden village,US26-LAKE LINDEN VILLAGE
US2646360,Laurium village,US26-LAURIUM VILLAGE
US2662120,Painesdale,US26-PAINESDALE
US2675220,South Range village,US26-SOUTH RANGE VILLAGE
US2680480,Trimountain,US26-TRIMOUNTAIN
US2604740,Bad Axe,US26-BAD AXE
US2606120,Bay Port,US26-BAY PORT
US2613760,Caseville,US26-CASEVILLE
US2625360,Elkton village,US26-ELKTON VILLAGE
US2636460,Harbor Beach,US26-HARBOR BEACH
US2643220,Kinde village,US26-KINDE VILLAGE
US2661920,Owendale village,US26-OWENDALE VILLAGE
US2664060,Pigeon village,US26-PIGEON VILLAGE
US2665680,Port Austin village,US26-PORT AUSTIN VILLAGE
US2665800,Port Hope village,US26-PORT HOPE VILLAGE
US2672180,Sebewaing village,US26-SEBEWAING VILLAGE
US2681200,Ubly village,US26-UBLY VILLAGE
US2619780,Dansville village,US26-DANSVILLE VILLAGE
US2624120,East Lansing,US26-EAST LANSING
US2624880,Edgemont Park,US26-EDGEMONT PARK
US2637100,Haslett,US26-HASLETT
US2638780,Holt,US26-HOLT
US2646000,Lansing,US26-LANSING
US2647180,Leslie,US26-LESLIE
US2652180,Mason,US26-MASON
US2660340,Okemos,US26-OKEMOS
US2676560,Stockbridge village,US26-STOCKBRIDGE VILLAGE
US2685080,Webberville village,US26-WEBBERVILLE VILLAGE
US2687420,Williamston,US26-WILLIAMSTON
US2606900,Belding,US26-BELDING
US2616140,Clarksville village,US26-CLARKSVILLE VILLAGE
US2639660,Hubbardston village,US26-HUBBARDSTON VILLAGE
US2640860,Ionia,US26-IONIA
US2644880,Lake Odessa village,US26-LAKE ODESSA VILLAGE
US2649900,Lyons village,US26-LYONS VILLAGE
US2656080,Muir village,US26-MUIR VILLAGE
US2662260,Palo,US26-PALO
US2663900,Pewamo village,US26-PEWAMO VILLAGE
US2665860,Portland,US26-PORTLAND
US2671660,Saranac village,US26-SARANAC VILLAGE
US2604280,Au Sable,US26-AU SABLE
US2624420,East Tawas,US26-EAST TAWAS
US2661320,Oscoda,US26-OSCODA
US2671340,Sand Lake,US26-SAND LAKE
US2678140,Tawas City,US26-TAWAS CITY
US2687140,Whittemore,US26-WHITTEMORE
US2601800,Alpha village,US26-ALPHA VILLAGE
US2601960,Amasa,US26-AMASA
US2613860,Caspian,US26-CASPIAN
US2619140,Crystal Falls,US26-CRYSTAL FALLS
US2631160,Gaastra,US26-GAASTRA
US2640980,Iron River,US26-IRON RIVER
US2606360,Beal City,US26-BEAL CITY
US2615920,Clare,US26-CLARE
US2644715,Lake Isabella village,US26-LAKE ISABELLA VILLAGE
US2649400,Loomis,US26-LOOMIS
US2656020,Mount Pleasant,US26-MOUNT PLEASANT
US2669640,Rosebush village,US26-ROSEBUSH VILLAGE
US2672960,Shepherd village,US26-SHEPHERD VILLAGE
US2685140,Weidman,US26-WEIDMAN
US2687920,Winn,US26-WINN
US2611000,Brooklyn village,US26-BROOKLYN VILLAGE
US2614260,Cement City village,US26-CEMENT CITY VILLAGE
US2617740,Concord village,US26-CONCORD VILLAGE
US2634480,Grass Lake village,US26-GRASS LAKE VILLAGE
US2636380,Hanover village,US26-HANOVER VILLAGE
US2641420,Jackson,US26-JACKSON
US2653580,Michigan Center,US26-MICHIGAN CENTER
US2656620,Napoleon,US26-NAPOLEON
US2662740,Parma village,US26-PARMA VILLAGE
US2675620,Spring Arbor,US26-SPRING ARBOR
US2675860,Springport village,US26-SPRINGPORT VILLAGE
US2681740,Vandercook Lake,US26-VANDERCOOK LAKE
US2682490,Vineyard Lake,US26-VINEYARD LAKE
US2604160,Augusta village,US26-AUGUSTA VILLAGE
US2616440,Climax village,US26-CLIMAX VILLAGE
US2617690,Comstock Northwest,US26-COMSTOCK NORTHWEST
US2624500,Eastwood,US26-EASTWOOD
US2631260,Galesburg,US26-GALESBURG
US2642160,Kalamazoo,US26-KALAMAZOO
US2662340,Parchment,US26-PARCHMENT
US2665560,Portage,US26-PORTAGE
US2668240,Richland village,US26-RICHLAND VILLAGE
US2671860,Schoolcraft village,US26-SCHOOLCRAFT VILLAGE
US2672060,Scotts,US26-SCOTTS
US2674975,South Gull Lake,US26-SOUTH GULL LAKE
US2682300,Vicksburg village,US26-VICKSBURG VILLAGE
US2686380,Westwood,US26-WESTWOOD
US2606430,Bear Lake,US26-BEAR LAKE
US2642260,Kalkaska village,US26-KALKASKA VILLAGE
US2650755,Manistee Lake,US26-MANISTEE LAKE
US2667140,Rapid City,US26-RAPID CITY
US2674740,South Boardman,US26-SOUTH BOARDMAN
US2612280,Byron Center,US26-BYRON CENTER
US2612480,Caledonia village,US26-CALEDONIA VILLAGE
US2613100,Cannonsburg,US26-CANNONSBURG
US2613820,Casnovia village,US26-CASNOVIA VILLAGE
US2614200,Cedar Springs,US26-CEDAR SPRINGS
US2617700,Comstock Park,US26-COMSTOCK PARK
US2619500,Cutlerville,US26-CUTLERVILLE
US2623980,East Grand Rapids,US26-EAST GRAND RAPIDS
US2629580,Forest Hills,US26-FOREST HILLS
US2634000,Grand Rapids,US26-GRAND RAPIDS
US2634160,Grandville,US26-GRANDVILLE
US2642780,Kent City village,US26-KENT CITY VILLAGE
US2642820,Kentwood,US26-KENTWOOD
US2649540,Lowell,US26-LOWELL
US2658945,Northview,US26-NORTHVIEW
US2669080,Rockford,US26-ROCKFORD
US2671360,Sand Lake village,US26-SAND LAKE VILLAGE
US2675420,Sparta village,US26-SPARTA VILLAGE
US2682960,Walker,US26-WALKER
US2688940,Wyoming,US26-WYOMING
US2600620,Ahmeek village,US26-AHMEEK VILLAGE
US2618100,Copper Harbor,US26-COPPER HARBOR
US2623600,Eagle Harbor,US26-EAGLE HARBOR
US2623740,Eagle River,US26-EAGLE RIVER
US2631120,Fulton,US26-FULTON
US2654820,Mohawk,US26-MOHAWK
US2604940,Baldwin village,US26-BALDWIN VILLAGE
US2649740,Luther village,US26-LUTHER VILLAGE
US2601660,Almont village,US26-ALMONT VILLAGE
US2604020,Attica,US26-ATTICA
US2605466,Barnes Lake,US26-BARNES LAKE
US2611180,Brown City,US26-BROWN CITY
US2616420,Clifford village,US26-CLIFFORD VILLAGE
US2617460,Columbiaville village,US26-COLUMBIAVILLE VILLAGE
US2623140,Dryden village,US26-DRYDEN VILLAGE
US2640320,Imlay City,US26-IMLAY CITY
US2646040,Lapeer,US26-LAPEER
US2653340,Metamora village,US26-METAMORA VILLAGE
US2654132,Millers Lake,US26-MILLERS LAKE
US2658080,North Branch village,US26-NORTH BRANCH VILLAGE
US2661760,Otter Lake village,US26-OTTER LAKE VILLAGE
US2614020,Cedar,US26-CEDAR
US2625980,Empire village,US26-EMPIRE VILLAGE
US2632360,Glen Arbor,US26-GLEN ARBOR
US2635300,Greilickville,US26-GREILICKVILLE
US2644760,Lake Leelanau,US26-LAKE LEELANAU
US2646800,Leland,US26-LELAND
US2650920,Maple City,US26-MAPLE CITY
US2658740,Northport village,US26-NORTHPORT VILLAGE
US2660640,Omena,US26-OMENA
US2677600,Suttons Bay village,US26-SUTTONS BAY VILLAGE
US2680340,Traverse City,US26-TRAVERSE CITY
US2600380,Addison village,US26-ADDISON VILLAGE
US2600440,Adrian,US26-ADRIAN
US2609000,Blissfield village,US26-BLISSFIELD VILLAGE
US2610760,Britton village,US26-BRITTON VILLAGE
US2614260,Cement City village,US26-CEMENT CITY VILLAGE
US2616280,Clayton village,US26-CLAYTON VILLAGE
US2616480,Clinton village,US26-CLINTON VILLAGE
US2621180,Deerfield village,US26-DEERFIELD VILLAGE
US2639720,Hudson,US26-HUDSON
US2641540,Jasper,US26-JASPER
US2650830,Manitou Beach-Devils Lake,US26-MANITOU BEACH-DEVILS LAKE
US2655500,Morenci,US26-MORENCI
US2660840,Onsted village,US26-ONSTED VILLAGE
US2679120,Tecumseh,US26-TECUMSEH
US2610620,Brighton,US26-BRIGHTON
US2627760,Fenton,US26-FENTON
US2630060,Fowlerville village,US26-FOWLERVILLE VILLAGE
US2637020,Hartland,US26-HARTLAND
US2639540,Howell,US26-HOWELL
US2664140,Pinckney village,US26-PINCKNEY VILLAGE
US2687060,Whitmore Lake,US26-WHITMORE LAKE
US2657140,Newberry village,US26-NEWBERRY VILLAGE
US2650280,Mackinac Island,US26-MACKINAC ISLAND
US2656760,Naubinway,US26-NAUBINWAY
US2670840,St. Ignace,US26-ST. IGNACE
US2603520,Armada village,US26-ARMADA VILLAGE
US2614320,Center Line,US26-CENTER LINE
US2624290,Eastpointe,US26-EASTPOINTE
US2630420,Fraser,US26-FRASER
US2652960,Memphis,US26-MEMPHIS
US2655820,Mount Clemens,US26-MOUNT CLEMENS
US2657100,New Baltimore,US26-NEW BALTIMORE
US2657380,New Haven village,US26-NEW HAVEN VILLAGE
US2668380,Richmond,US26-RICHMOND
US2669400,Romeo village,US26-ROMEO VILLAGE
US2669800,Roseville,US26-ROSEVILLE
US2670760,St. Clair Shores,US26-ST. CLAIR SHORES
US2676460,Sterling Heights,US26-STERLING HEIGHTS
US2681540,Utica,US26-UTICA
US2682453,Village of Grosse Pointe Shores,US26-VILLAGE OF GROSSE POINTE SHORES
US2684000,Warren,US26-WARREN
US2603300,Arcadia,US26-ARCADIA
US2606460,Bear Lake village,US26-BEAR LAKE VILLAGE
US2610300,Brethren,US26-BRETHREN
US2618040,Copemish village,US26-COPEMISH VILLAGE
US2624060,Eastlake village,US26-EASTLAKE VILLAGE
US2628060,Filer City,US26-FILER CITY
US2642240,Kaleva village,US26-KALEVA VILLAGE
US2650720,Manistee,US26-MANISTEE
US2659740,Oak Hill,US26-OAK HILL
US2660740,Onekama village,US26-ONEKAMA VILLAGE
US2662500,Parkdale,US26-PARKDALE
US2676820,Stronach,US26-STRONACH
US2685300,Wellston,US26-WELLSTON
US2608180,Big Bay,US26-BIG BAY
US2635760,Gwinn,US26-GWINN
US2637080,Harvey,US26-HARVEY
US2641220,Ishpeming,US26-ISHPEMING
US2643558,K. I. Sawyer,US26-K. I. SAWYER
US2651900,Marquette,US26-MARQUETTE
US2653520,Michigamme,US26-MICHIGAMME
US2656860,Negaunee,US26-NEGAUNEE
US2662180,Palmer,US26-PALMER
US2667980,Republic,US26-REPUBLIC
US2680660,Trowbridge Park,US26-TROWBRIDGE PARK
US2685700,West Ishpeming,US26-WEST ISHPEMING
US2619420,Custer village,US26-CUSTER VILLAGE
US2629940,Fountain village,US26-FOUNTAIN VILLAGE
US2630600,Free Soil village,US26-FREE SOIL VILLAGE
US2649640,Ludington,US26-LUDINGTON
US2672080,Scottville,US26-SCOTTVILLE
US2605580,Barryton village,US26-BARRYTON VILLAGE
US2608300,Big Rapids,US26-BIG RAPIDS
US2613010,Canadian Lakes,US26-CANADIAN LAKES
US2652760,Mecosta village,US26-MECOSTA VILLAGE
US2655540,Morley village,US26-MORLEY VILLAGE
US2662400,Paris,US26-PARIS
US2676240,Stanwood village,US26-STANWOOD VILLAGE
US2613400,Carney village,US26-CARNEY VILLAGE
US2619560,Daggett village,US26-DAGGETT VILLAGE
US2637760,Hermansville,US26-HERMANSVILLE
US2653020,Menominee,US26-MENOMINEE
US2666140,Powers village,US26-POWERS VILLAGE
US2676380,Stephenson,US26-STEPHENSON
US2617100,Coleman,US26-COLEMAN
US2653780,Midland,US26-MIDLAND
US2671560,Sanford village,US26-SANFORD VILLAGE
US2627320,Falmouth,US26-FALMOUTH
US2641720,Jennings,US26-JENNINGS
US2644480,Lake City,US26-LAKE CITY
US2649980,McBain,US26-MCBAIN
US2613220,Carleton village,US26-CARLETON VILLAGE
US2622040,Detroit Beach,US26-DETROIT BEACH
US2623380,Dundee village,US26-DUNDEE VILLAGE
US2626460,Estral Beach village,US26-ESTRAL BEACH VILLAGE
US2628360,Flat Rock,US26-FLAT ROCK
US2640240,Ida,US26-IDA
US2645420,Lambertville,US26-LAMBERTVILLE
US2649700,Luna Pier,US26-LUNA PIER
US2652440,Maybee village,US26-MAYBEE VILLAGE
US2653920,Milan,US26-MILAN
US2655020,Monroe,US26-MONROE
US2663800,Petersburg,US26-PETERSBURG
US2675140,South Monroe,US26-SOUTH MONROE
US2675280,South Rockwood village,US26-SOUTH ROCKWOOD VILLAGE
US2676720,Stony Point,US26-STONY POINT
US2679240,Temperance,US26-TEMPERANCE
US2686050,West Monroe,US26-WEST MONROE
US2688480,Woodland Beach,US26-WOODLAND BEACH
US2613600,Carson City,US26-CARSON CITY
US2619060,Crystal,US26-CRYSTAL
US2625000,Edmore village,US26-EDMORE VILLAGE
US2635100,Greenville,US26-GREENVILLE
US2639500,Howard City village,US26-HOWARD CITY VILLAGE
US2645240,Lakeview village,US26-LAKEVIEW VILLAGE
US2650000,McBride village,US26-MCBRIDE VILLAGE
US2664020,Pierson village,US26-PIERSON VILLAGE
US2673100,Sheridan village,US26-SHERIDAN VILLAGE
US2676220,Stanton,US26-STANTON
US2680720,Trufant,US26-TRUFANT
US2603920,Atlanta,US26-ATLANTA
US2612980,Canada Creek Ranch,US26-CANADA CREEK RANCH
US2638380,Hillman village,US26-HILLMAN VILLAGE
US2647260,Lewiston,US26-LEWISTON
US2613820,Casnovia village,US26-CASNOVIA VILLAGE
US2631000,Fruitport village,US26-FRUITPORT VILLAGE
US2645340,Lakewood Club village,US26-LAKEWOOD CLUB VILLAGE
US2655100,Montague,US26-MONTAGUE
US2656320,Muskegon,US26-MUSKEGON
US2656360,Muskegon Heights,US26-MUSKEGON HEIGHTS
US2658640,North Muskegon,US26-NORTH MUSKEGON
US2659140,Norton Shores,US26-NORTON SHORES
US2667280,Ravenna village,US26-RAVENNA VILLAGE
US2669520,Roosevelt Park,US26-ROOSEVELT PARK
US2681040,Twin Lake,US26-TWIN LAKE
US2686780,Whitehall,US26-WHITEHALL
US2688220,Wolf Lake,US26-WOLF LAKE
US2630700,Fremont,US26-FREMONT
US2634360,Grant,US26-GRANT
US2637860,Hesperia village,US26-HESPERIA VILLAGE
US2657080,Newaygo,US26-NEWAYGO
US2686680,White Cloud,US26-WHITE CLOUD
US2604105,Auburn Hills,US26-AUBURN HILLS
US2607660,Berkley,US26-BERKLEY
US2608160,Beverly Hills village,US26-BEVERLY HILLS VILLAGE
US2608460,Bingham Farms village,US26-BINGHAM FARMS VILLAGE
US2608640,Birmingham,US26-BIRMINGHAM
US2609180,Bloomfield Hills,US26-BLOOMFIELD HILLS
US2616160,Clawson,US26-CLAWSON
US2627380,Farmington,US26-FARMINGTON
US2627440,Farmington Hills,US26-FARMINGTON HILLS
US2627760,Fenton,US26-FENTON
US2627880,Ferndale,US26-FERNDALE
US2630340,Franklin village,US26-FRANKLIN VILLAGE
US2637420,Hazel Park,US26-HAZEL PARK
US2638700,Holly village,US26-HOLLY VILLAGE
US2640000,Huntington Woods,US26-HUNTINGTON WOODS
US2642460,Keego Harbor,US26-KEEGO HARBOR
US2644440,Lake Angelus,US26-LAKE ANGELUS
US2644940,Lake Orion village,US26-LAKE ORION VILLAGE
US2646320,Lathrup Village,US26-LATHRUP VILLAGE
US2646940,Leonard village,US26-LEONARD VILLAGE
US2650560,Madison Heights,US26-MADISON HEIGHTS
US2653960,Milford village,US26-MILFORD VILLAGE
US2658980,Northville,US26-NORTHVILLE
US2659440,Novi,US26-NOVI
US2659920,Oak Park,US26-OAK PARK
US2661020,Orchard Lake Village,US26-ORCHARD LAKE VILLAGE
US2661220,Ortonville village,US26-ORTONVILLE VILLAGE
US2662020,Oxford village,US26-OXFORD VILLAGE
US2664900,Pleasant Ridge,US26-PLEASANT RIDGE
US2665440,Pontiac,US26-PONTIAC
US2669020,Rochester,US26-ROCHESTER
US2669035,Rochester Hills,US26-ROCHESTER HILLS
US2670040,Royal Oak,US26-ROYAL OAK
US2674900,Southfield,US26-SOUTHFIELD
US2675100,South Lyon,US26-SOUTH LYON
US2677860,Sylvan Lake,US26-SYLVAN LAKE
US2680700,Troy,US26-TROY
US2682450,Village of Clarkston,US26-VILLAGE OF CLARKSTON
US2683060,Walled Lake,US26-WALLED LAKE
US2688140,Wixom,US26-WIXOM
US2688260,Wolverine Lake village,US26-WOLVERINE LAKE VILLAGE
US2636920,Hart,US26-HART
US2637860,Hesperia village,US26-HESPERIA VILLAGE
US2652720,Mears,US26-MEARS
US2657280,New Era village,US26-NEW ERA VILLAGE
US2663540,Pentwater village,US26-PENTWATER VILLAGE
US2669880,Rothbury village,US26-ROTHBURY VILLAGE
US2672840,Shelby village,US26-SHELBY VILLAGE
US2683020,Walkerville village,US26-WALKERVILLE VILLAGE
US2649720,Lupton,US26-LUPTON
US2666300,Prescott village,US26-PRESCOTT VILLAGE
US2669680,Rose City,US26-ROSE CITY
US2674200,Skidway Lake,US26-SKIDWAY LAKE
US2685580,West Branch,US26-WEST BRANCH
US2607620,Bergland,US26-BERGLAND
US2611320,Bruce Crossing,US26-BRUCE CROSSING
US2626820,Ewen,US26-EWEN
US2634980,Greenland,US26-GREENLAND
US2644620,Lake Gogebic,US26-LAKE GOGEBIC
US2652280,Mass City,US26-MASS CITY
US2660860,Ontonagon village,US26-ONTONAGON VILLAGE
US2669120,Rockland,US26-ROCKLAND
US2686960,White Pine,US26-WHITE PINE
US2626640,Evart,US26-EVART
US2637820,Hersey village,US26-HERSEY VILLAGE
US2647100,Le Roy village,US26-LE ROY VILLAGE
US2651660,Marion village,US26-MARION VILLAGE
US2667820,Reed City,US26-REED CITY
US2680960,Tustin village,US26-TUSTIN VILLAGE
US2654660,Mio,US26-MIO
US2631720,Gaylord,US26-GAYLORD
US2681700,Vanderbilt village,US26-VANDERBILT VILLAGE
US2601340,Allendale,US26-ALLENDALE
US2606880,Beechwood,US26-BEECHWOOD
US2618020,Coopersville,US26-COOPERSVILLE
US2627960,Ferrysburg,US26-FERRYSBURG
US2633340,Grand Haven,US26-GRAND HAVEN
US2638640,Holland,US26-HOLLAND
US2639800,Hudsonville,US26-HUDSONVILLE
US2641680,Jenison,US26-JENISON
US2645440,Lamont,US26-LAMONT
US2659520,Nunica,US26-NUNICA
US2675820,Spring Lake village,US26-SPRING LAKE VILLAGE
US2689260,Zeeland,US26-ZEELAND
US2654120,Millersburg village,US26-MILLERSBURG VILLAGE
US2660680,Onaway,US26-ONAWAY
US2666000,Posen village,US26-POSEN VILLAGE
US2666343,Presque Isle Harbor,US26-PRESQUE ISLE HARBOR
US2669260,Rogers City,US26-ROGERS CITY
US2639400,Houghton Lake,US26-HOUGHTON LAKE
US2666400,Prudenville,US26-PRUDENVILLE
US2669540,Roscommon village,US26-ROSCOMMON VILLAGE
US2670800,St. Helen,US26-ST. HELEN
US2608540,Birch Run village,US26-BIRCH RUN VILLAGE
US2610440,Bridgeport,US26-BRIDGEPORT
US2611555,Buena Vista,US26-BUENA VISTA
US2612000,Burt,US26-BURT
US2615140,Chesaning village,US26-CHESANING VILLAGE
US2630200,Frankenmuth,US26-FRANKENMUTH
US2630540,Freeland,US26-FREELAND
US2637600,Hemlock,US26-HEMLOCK
US2653180,Merrill village,US26-MERRILL VILLAGE
US2659860,Oakley village,US26-OAKLEY VILLAGE
US2667900,Reese village,US26-REESE VILLAGE
US2668990,Robin Glen-Indiantown,US26-ROBIN GLEN-INDIANTOWN
US2670520,Saginaw,US26-SAGINAW
US2670640,St. Charles village,US26-ST. CHARLES VILLAGE
US2673560,Shields,US26-SHIELDS
US2689320,Zilwaukee,US26-ZILWAUKEE
US2601180,Algonac,US26-ALGONAC
US2613140,Capac village,US26-CAPAC VILLAGE
US2625940,Emmett village,US26-EMMETT VILLAGE
US2645000,Lakeport,US26-LAKEPORT
US2651600,Marine City,US26-MARINE CITY
US2652080,Marysville,US26-MARYSVILLE
US2652960,Memphis,US26-MEMPHIS
US2663200,Pearl Beach,US26-PEARL BEACH
US2665820,Port Huron,US26-PORT HURON
US2668380,Richmond,US26-RICHMOND
US2670160,Ruby,US26-RUBY
US2670680,St. Clair,US26-ST. CLAIR
US2689000,Yale,US26-YALE
US2611920,Burr Oak village,US26-BURR OAK VILLAGE
US2614460,Centreville village,US26-CENTREVILLE VILLAGE
US2617360,Colon village,US26-COLON VILLAGE
US2617840,Constantine village,US26-CONSTANTINE VILLAGE
US2652980,Mendon village,US26-MENDON VILLAGE
US2676960,Sturgis,US26-STURGIS
US2679760,Three Rivers,US26-THREE RIVERS
US2686920,White Pigeon village,US26-WHITE PIGEON VILLAGE
